,x,y,EC_0.10,EC_0.20,EC_0.30,EC_0.40,EC_0.50,EC_0.60,EC_0.70,EC_0.80,EC_0.90,EC_1.00,EC_1.10,EC_1.20,EC_1.30,EC_1.40,EC_1.50,EC_1.60,EC_1.70,EC_1.80,EC_1.90,EC_2.00,EC_end,pos
10,553883.2315,5645516.782,9.613511720676183,18.8975710635163,32.87143598837109,47.596284336238966,60.90850454400165,71.88159916965589,80.27457314245706,86.18776239112873,89.86417581293173,91.5954801416299,91.67236475089047,90.35297907922782,87.87560847679012,84.43281943707346,80.19421976669949,75.30549593001167,69.88653937370411,64.0412092896498,57.85962347879698,51.40676051152511,44.742619319588705,1.252592119
11,553883.3086,5645516.669,9.655765447982107,18.696647003731247,32.417501717633655,46.961234319652874,60.17506171540293,71.1235220965602,79.55341613399547,85.54320763329963,89.3253234194401,91.17647722753044,91.37666377837691,90.18431126454794,87.82761940776864,84.50186776712022,80.37712455252151,75.59691145392934,70.28360287273857,64.53626530053951,58.441775197375335,52.06933730621913,45.48076491663031,1.389389085
12,553883.3736,5645516.574,9.67117475417014,18.50546681918998,32.00733471982764,46.383249512257606,59.494776866445065,70.40220329343954,78.83178009242347,84.85816182521201,88.69804699119773,90.62267107717925,90.90064759075311,89.78464470334826,87.50194189514112,84.25233227971486,80.20186903018755,75.4885862538587,70.23553369196371,64.54363458701822,58.49767959341452,52.16403385622125,45.602518215429676,1.504497729
13,553883.4276,5645516.494,9.250109711683518,18.00567713587291,31.461136699437237,45.85474284267176,59.03941097049355,70.0531113346153,78.60467758997433,84.74992104531427,88.69739306866515,90.71192996025935,91.06120696372825,89.99635867194215,87.74632531993228,84.50660552862693,80.4478414942453,75.71113728851216,70.41612222951886,64.66463718691524,58.5451458007501,52.127517848099416,45.47255184329863,1.601017157
14,553883.482,5645516.412,8.827879998364859,17.650148660557928,31.175555709956615,45.634897090955484,58.8795425320116,69.9445243724375,78.5377072408216,84.71066337582396,88.68005275246604,90.71315454352997,91.07007484120989,90.01134181572384,87.76165070680338,84.52445384054886,80.46586515966476,75.7290172975531,70.42770567078787,64.67308679407947,58.548951614573944,52.12392410663531,45.46007942367329,1.699421222
15,553883.5709,5645516.279,8.033732677821478,17.202895458317066,31.129279471835137,45.91368104489782,59.376923636239624,70.55867052195272,79.18940413115641,85.34591533958705,89.26009719076741,91.21043732846078,91.47972154619988,90.32516188252895,87.98279964209704,84.65471299350023,80.51070004158552,75.69866478188372,70.33397163541517,64.52206489939077,58.34924468741608,51.886621361125776,45.195015372713414,1.859396876
16,553883.6284,5645516.191,7.371463081071635,16.80883277341343,31.040360806639264,46.07505621642588,59.7083783709291,70.98512494234602,79.64943441384764,85.79503113386154,89.66861321136601,91.56164308575295,91.76241579461437,90.53482496499367,88.11856222867493,84.72010388448912,80.51065517733984,75.63906138143471,70.22055059382436,64.36107945438289,58.14668407210173,51.64759785569364,44.92525292951639,1.964517046
17,553883.6759,5645516.119,7.4231916165930745,16.770487144861974,30.887657300017263,45.82479916588727,59.38868602213336,70.62608953498344,79.27609756027309,85.42632930171703,89.3197821902369,91.244972355406,91.48319967948628,90.30089986855134,87.93455983204586,84.58766938991769,80.43342712326087,75.61777397603217,70.25598598327382,64.45238692802722,58.2935767191102,51.850319316278906,45.183501892125655,2.05077393
18,553883.7124,5645516.063,7.529299966469003,16.68026569207303,30.576331724164724,45.34498034953941,58.81225849992255,70.02078584611718,78.69852601731421,84.91607986135166,88.90193960760317,90.93163635255743,91.28243534368998,90.21196938696616,87.95742452194635,84.72115925091371,80.67247183895385,75.94806296811188,70.67414471482698,64.95922473668595,58.8865797870503,52.52187418706415,45.92636908132116,2.117618899
19,553883.9454,5645515.702,7.522277869597765,16.60267955160882,30.420892259491414,45.13037740506867,58.56786170401471,69.77217787454869,78.46707635947392,84.71637442677007,88.74377838644833,90.82060205663018,91.22616318020883,90.21390495468285,88.0168005057098,84.83448392086015,80.83663664077764,76.1717334310075,70.95644025363659,65.29360559132283,59.26912248574779,52.953650700801084,46.406632417885106,2.547281558
20,553884.5491,5645514.764,6.777202726653167,16.21365923629452,30.494175227706002,45.64732149854679,59.44898847413604,70.91796108416719,79.77280942370513,86.08890321733077,90.10304614031715,92.10195314280129,92.36969568247413,91.17555692018418,88.76048977682089,85.33086716345845,81.06506446311958,76.11231827585654,70.59285509455997,64.61266339461942,58.26152849106138,51.61324906996676,44.73110291762948,3.662762481
21,553884.6291,5645514.642,6.861560563841278,16.29737285457898,30.561500167510047,45.689333097338675,59.46392480689064,70.90783491988161,79.7408647002729,86.03961326481128,90.04132862535276,92.03321044459501,92.29814933895453,91.1042229533418,88.69293323797007,85.27019357372099,81.01364870691836,76.07252705976835,70.56618982805378,64.60054215735498,58.265638884664696,51.63404050594351,44.76899864294347,3.808652851
22,553884.7876,5645514.401,7.192776322602011,16.574531237237085,30.756542526812833,45.79407862013853,59.479768207963836,70.84714884271591,79.621996879784,85.8821544309504,89.85564912531846,91.82826131080127,92.08712147889882,90.89844043133341,88.49891897725905,85.09350366842921,80.85873290291528,75.94015764510453,70.46373992606121,64.53075832365464,58.23046896654878,51.63677888507883,44.81167458191839,4.097102587
23,553884.9258,5645514.193,7.386526223647268,16.80463837318366,31.05986339437588,46.175890768268616,59.9275050553234,71.33690945847452,80.12952326895298,86.38251224362267,90.32988386052905,92.25923344194152,92.46099930193859,91.2047357723355,88.72786829867242,85.23883436788402,80.91377005729309,75.90378717487266,70.3315161376204,64.30158913075061,57.90229078896224,51.209596092001284,44.28550691356544,4.346828917
24,553885.0522,5645514.003,7.828906144866102,17.285668454840557,31.53940571929887,46.59846924250763,60.248215394594226,71.53237461733761,80.19081491029029,86.31724379331473,90.14687430712351,91.97229325289678,92.08322584139536,90.75289548053614,88.21825438162799,84.68552264392123,80.32932917680677,75.30259454422901,69.7237110125756,63.699642330444306,57.316682941315925,50.64559056309865,43.75026996916018,4.575032686
25,553885.18,5645513.811,8.738177398945124,18.092867023587814,32.16165587054378,46.99446994744962,60.41258677210228,71.47847290708577,79.94582027754541,85.91009142822251,89.6136742311096,91.34589832062396,91.39174398628636,90.01856348836236,87.46084520755242,83.9248090642796,79.57827391237785,74.56800698680641,69.01627444460078,63.02919093407563,56.69216275952609,50.07677378821032,43.24347570990567,4.805677087
26,553885.3198,5645513.602,9.75112368604565,18.83827089009441,32.530634711108156,46.986373044155386,60.077916454570136,70.88309884241684,79.15774241321071,84.98819319435655,88.60916984383671,90.30100334142006,90.34303201208688,88.98827953032733,86.46940951048117,82.99184111683259,78.7211422790368,73.79601209101502,68.33732782102878,62.44697620429975,56.21162450994786,49.70241922661242,42.96966110249225,5.057122986
27,553885.4354,5645513.43,10.56720900025517,19.474199117334038,32.887493911712006,47.02414145058117,59.80347919623734,70.32946649271383,78.3726393246483,84.02098453046969,87.51122340264807,89.11859048009431,89.1185742228229,87.76476034444791,85.28233399946694,81.86800504210359,77.6850915589604,72.87177123833975,67.54352111455336,61.79698700106639,55.718179075080876,49.3724068183788,42.81652973211821,5.264360434
28,553885.5515,5645513.258,10.997544681659564,19.796745158779373,33.049475510121255,47.01530066753249,59.635710925782575,70.0248778710289,77.95547023030882,83.51708299282652,86.9428196055391,88.50743440395084,88.48616869313355,87.12732633609174,84.65582077370074,81.26057791769865,77.1077205359049,72.33198575683997,67.04988970325738,61.355602952266196,55.33145431714454,49.04204670093486,42.546723132599304,5.471877204
29,553885.6931,5645513.049,10.70808243318532,19.55486980380995,32.881601340163336,46.92978181940852,59.627084085593346,70.08437586589692,78.06844998758767,83.67036198278112,87.12112428859248,88.69508838726989,88.67006839476036,87.29639752036319,84.80100903211317,81.37517019695845,77.18369624932986,72.3610919702635,67.02553021598798,61.27535205108793,55.192401485873994,48.84255076952252,42.28374480118037,5.724328309
30,553885.8101,5645512.877,10.503799401838101,19.322023769009075,32.604196023576684,46.60474797102453,59.26010194701435,69.68863811978811,77.66001028256603,83.26592601428,86.73505003000194,88.34214722089321,88.36220388980482,87.04619772128521,84.6162112037577,81.26366579130544,77.15223394287185,72.41788592103057,67.17634991308032,61.5230209795751,55.53866109271204,49.290086526207325,42.83527132231511,5.932349942
31,553885.9392,5645512.687,10.78474073154571,19.328525518226765,32.27371281431085,45.9740044992474,58.404667405351745,68.68494285272743,76.58066020077985,82.17298551250576,85.68432115170712,87.37884505367423,87.52276040116809,86.35863086215394,84.10424493989645,80.94603500687215,77.04400073530371,72.52935151418608,67.5159514573071,62.0969550042809,56.35128651685225,50.34477552660264,44.13296049084754,6.162060216
32,553886.0786,5645512.484,10.56560526108156,18.90835311569435,31.618672560260045,45.12710777934996,57.42944599090547,67.65086177243467,75.5492102574335,81.19825143137177,84.80921968290474,86.63899729553752,86.94387073087532,85.9604432614632,83.90385418645583,80.95664041732121,77.27510900267067,72.98597733185903,68.2035609373753,63.01914213659929,57.512447722748256,51.74288443263564,45.76542512880054,6.408314881
33,553886.197,5645512.311,10.112125697110216,18.350014828575688,30.900038625013533,44.24750467188053,56.425811414131616,66.57737220761035,74.46179552089468,80.15013242489846,83.84607820045959,85.80134628278236,86.27072003389947,85.48387901390066,83.64457077214497,80.93533233473964,77.50797572877372,73.48774519917343,68.98241083492908,64.08082928398544,58.85784861998729,53.378460295834834,47.69586673269296,6.617951615
34,553886.3384,5645512.106,9.312120864818409,17.604430412578093,30.19598440864626,43.559559943647784,55.74398580640149,65.90749414954102,73.82113528803498,79.56849192789201,83.35012450925342,85.42046638511408,86.02534217401713,85.39661902317107,83.73727707498102,81.217519869164,77.99180410458084,74.18358090339629,69.90197869452668,65.23415525789817,60.25304661293728,55.02077262278985,49.58852067400475,6.866987676
35,553886.4777,5645511.905,8.281216782364167,16.723811287719066,29.544557059155228,43.166752865611606,55.60457656711922,65.99580385625092,74.10793361574005,80.01540064562826,83.9306844043615,86.10655956548692,86.79506252745163,86.23214944249241,84.6217582483305,82.14942504638123,78.95987318363045,75.17884092103016,70.91249337571523,66.25059348727052,61.266624521421896,56.02357045256438,50.57708687705064,7.111539286
36,553886.6207,5645511.7,7.17530428896121,15.901088997455119,29.15499536673776,43.25039724351163,56.129661810660394,66.89438713521473,75.30189034614189,81.42672114992156,85.48350135864777,87.73557271087003,88.44178781315014,87.84363010762281,86.15484543465953,83.55924486141761,80.21560292788199,76.25507644996907,71.78938801232174,66.9151836721138,61.70673960855906,56.23157261951395,50.54321332371265,7.361487281
37,553886.7123,5645511.569,6.746177823393832,15.548699589685116,28.995669941930057,43.36252244128828,56.54146442867907,67.59831922547166,76.25945425663188,82.58582738823927,86.78428145543211,89.11569018959462,89.84209668358561,89.20911088953052,87.43521339232727,84.71182043445303,81.20234573505188,77.04514101626465,72.35661869404804,67.23217102040115,61.752009823953436,55.98507957709286,49.98882804138914,7.521335834
38,553886.8387,5645511.389,6.902766792360544,15.704726818179742,29.179913582298088,43.6043926203497,56.85597006747825,67.9855425881363,76.70603707013217,83.07248774155866,87.28469384198944,89.60316565474812,90.29610871020255,89.61056524029955,87.76778965948093,84.96206110803993,81.35541974933432,77.08575910679072,72.27283877242338,67.01537803168816,61.39762560275485,55.4886815044503,49.346591737969355,7.741283464
39,553886.9744,5645511.197,7.196641131048307,16.033738847117622,29.55423901496603,44.01538432380432,57.29405724915653,68.4347720418558,77.15181392369284,83.49658987303826,87.6726073350728,89.94062646124289,90.56872255624747,89.80737423020989,87.8790843568684,84.9772525390406,81.26448510083584,76.88309399492658,71.95244675193764,66.57563358846949,60.83410491213776,54.7977607768075,48.52452978958101,7.976397245
40,553887.0913,5645511.032,7.926967263626179,16.710912824349638,30.118589483125874,44.4177223252575,57.50403497787056,68.44592237417098,76.97390590225584,83.14922450894512,87.18282790494422,89.33580229549857,89.87428435300838,89.04520730017059,87.07005067777118,84.14041853035462,80.41983775660275,76.0459492396807,71.13625138460536,65.78978913091906,60.08983190871818,54.10493874912241,47.893254637388495,8.178611513
41,553887.2019,5645510.877,8.464406088252511,17.33695264856444,30.769967086686176,45.00423994239976,57.95474692767528,68.72225364455647,77.05828282154079,83.04177452075706,86.89405237301243,88.88293110821381,89.27576450133508,88.32079672440982,86.23918752043701,83.21877396296341,79.42673889829804,74.99431447409684,70.03851011036242,64.6556616384147,58.93041316152511,52.9274582379693,46.70607163206477,8.369025167
42,553887.3722,5645510.638,9.853831847947875,18.415404340931506,31.50970665715148,45.47006899848508,58.22117872114491,68.8434510894966,77.0713084175268,82.96517022791805,86.73485554253227,88.63976406470329,88.94061874820324,87.87836367758702,85.67403399678103,82.52251097892432,78.58625087960053,74.00124168335897,68.88513374959267,63.334202025016396,57.429942964424704,51.2460063406614,44.837282470615584,8.662492525
43,553887.4955,5645510.466,10.346609635798698,18.868741977425195,31.912515964342465,45.82625325810725,58.53707071557753,69.11932524448846,77.30245386421774,83.1414847255041,86.8476401533066,88.67650660822562,88.89143249194018,87.73802009453696,85.43971938872733,82.1876123833784,78.14509391954981,73.45156730458702,68.21977331567591,62.54983179130683,56.52899985618361,50.225936060212966,43.69487674912943,8.874121658
44,553887.6328,5645510.275,11.059647474472522,19.4617289431822,32.26976748746849,45.893400607309744,58.31496340142751,68.63419137118846,76.60089140636107,82.27595352517329,85.86668178440812,87.63098162888647,87.83055067644358,86.70060905382144,84.4590045971204,81.29180827051869,77.35916868662328,72.79397418505265,67.71352071091066,62.211204734247055,56.367553321958596,50.25084418887752,43.917516635417606,9.109349824
45,553887.8006,5645510.042,11.756232454889256,19.984465269286545,32.46507692712187,45.68072731597304,57.67738021506926,67.61201845223106,75.25838052271517,80.69669137058072,84.1388978981266,85.83784392924939,86.04759111336278,84.99978927876242,82.90417975591524,79.9384275108599,76.25583131919234,71.98365843305209,67.22914413130881,62.08278287711447,56.61963921812036,50.901774739356725,44.98371548278222,9.39648366
46,553887.9129,5645509.886,11.529520922625801,19.745066669429487,32.17411370284146,45.30864373607971,57.21068080939329,67.05365174917488,74.62674017014339,80.01569941137214,83.43956639541423,85.15265396235516,85.40527710527311,84.42883020032555,82.42784970122563,79.58167085200971,76.0399263198364,71.92489976679478,67.34433781839381,62.385394442700324,57.11971350475791,51.610470304272006,45.90800359614652,9.588700439
47,553888.0765,5645509.659,10.99720124692027,19.24301772709625,31.750641745211823,44.99230161864195,57.01125094524996,66.96732409154905,74.64226085813935,80.12249926087325,83.62536364656626,85.40634461696719,85.71795524308631,84.79131925946973,82.83545898087796,80.02819641053922,76.52069363671332,72.43640605676194,67.8840141915449,62.94950059470236,57.708497451527386,52.21718558770336,46.52927394718498,9.868511018
48,553888.2031,5645509.483,9.738175432561583,18.322295256532875,31.29016613155904,44.9896426370555,57.40840883258154,67.69374598162013,75.61713327965205,81.27667680034993,84.88897553169016,86.72258192339818,87.03762100682702,86.07867951135712,84.0537186096729,81.14881015383949,77.5164372875175,73.2883150197224,68.57605024306288,63.469123841930326,58.042495481237104,52.36433317741426,46.484291608569166,10.08531406
49,553888.3544,5645509.273,8.712552634123227,17.621694613826133,31.0219271701808,45.15052116790064,57.94734147001354,68.53590530642728,76.69265575273094,82.5098609380143,86.2169905859673,88.08543981883093,88.38951035164348,87.37876538613335,85.27384492991403,82.26064891324303,78.49946071850071,74.12620103400002,69.2525291694769,63.97223135618052,58.36348100008477,52.49315794140747,46.41413079252482,10.34414159
50,553888.4551,5645509.133,7.931497905881562,17.027296481034103,30.70309859944639,45.13702354429654,58.230541098412495,69.08263165119445,77.45879545476792,83.44819548825022,87.28280430063971,89.23858285321522,89.59080723059215,88.59424555740344,86.46869517799558,83.41315232728503,79.58721162227909,75.1315661825651,70.15831322321294,64.76381430044553,59.028985708164974,53.025145416092,46.809998029376835,10.5165959
51,553888.5848,5645508.952,7.566617767115183,16.648690250744014,30.413945611011194,45.02381744321412,58.32986885374827,69.39659927983811,77.95961155061315,84.10048352124511,88.04512923528245,90.07240637151135,90.45590546352315,89.44996685523255,87.28609308619119,84.15840641245182,80.23973365934637,75.66534776494811,70.55554192402555,65.00809681053332,59.1100074879507,52.930606677522405,46.52840682648584,10.73926851
52,553888.6483,5645508.864,7.83641453347272,16.808195851899736,30.445885464091027,44.947420850281546,58.176034186526536,69.19433393161522,77.73514473781924,83.87229486956599,87.82517599592768,89.86651360870057,90.27022637692266,89.28960402012265,87.15157570000021,84.05075592661589,80.15647995218097,75.60758332484795,70.52320841980114,64.99976389815124,59.12253029467458,52.96314088751275,46.5807227550186,10.84778694
53,553888.7237,5645508.759,7.680959183330449,16.622915486623363,30.257641242320428,44.80516285295685,58.12353973011689,69.25254786835181,77.90347089207273,84.13587485490794,88.16335310349649,90.25507416702733,90.67963664962495,89.68834283227966,87.51773833474,84.3650195294878,80.39566784669537,75.75111043877232,70.55158478539639,64.89994684031296,58.8835186985215,52.57048512905773,46.02659476746437,10.97705473
54,553888.7671,5645508.698,7.765590497392778,16.616463678354478,30.147744945315488,44.61559806158157,57.887187746283004,68.99906851104468,77.65936105770135,83.91686747106297,87.97974924647109,90.10902577796125,90.57221239968062,89.62167406794877,87.48100315918023,84.35242024087859,80.40199643501433,75.77120427003847,70.58180117976538,64.93769837786252,58.924716304940105,52.614518292658,46.07134305779706,11.05191834
55,553888.851,5645508.581,7.749590444433254,16.6523239438468,30.228423589410568,44.70959236121021,57.96381481588138,69.040770727165,77.66021311072728,83.8774242334927,87.9003147636253,89.99597359152699,90.43161474406313,89.46288170535823,87.31274840624448,84.17771602752069,80.22383034125025,75.60242950642234,70.42471067408695,64.7958164184577,58.80513659887923,52.523887324276025,46.01450789557161,11.19589129
56,553888.986,5645508.393,7.892952393901565,16.84933814546221,30.450234374955276,44.910183374230726,58.103089876153156,69.09467635736229,77.61124561084983,83.72458716109621,87.65118381732843,89.66001887723424,90.02459524094114,88.99830033455461,86.80722412774621,83.64804391563635,79.69099833750235,75.0734618939296,69.91856230848542,64.31976564171998,58.36204163142434,52.11782971799715,45.65127833847099,11.42734106
57,553889.094,5645508.243,7.93351092683482,16.926781423436434,30.627917070589515,45.22846246123181,58.570126660906666,69.68879356767127,78.30030579878483,84.46332816088683,88.39586215978555,90.36868620232859,90.65548162242284,89.51034768561316,87.16538257735202,83.82529675048355,79.66180121657744,74.81891749467066,69.41797811248549,63.56129056904423,57.33520193100807,50.8174966080637,44.06338084752225,11.61217613
58,553889.2067,5645508.085,8.527349680951035,17.167118003034005,30.478705086366332,44.78204750978783,57.94648139721481,68.99319044145423,77.61153390405178,83.83544657710651,87.86069215370007,89.94571530618673,90.34995641615816,89.32104997040041,87.08312984423031,83.84492566519972,79.77105435718336,75.00708201363663,69.67237617150822,63.870994891925704,57.688937473155114,51.207448788816535,44.4801312189595,11.8062516
59,553889.32,5645507.927,8.867600392217472,17.407235932761942,30.595711414562338,44.79561385093727,57.8880620226772,68.89356219889103,77.49632432648333,83.72344288307498,87.76065290059735,89.86127108416534,90.28479169982565,89.27899993044555,87.06914451648838,83.85388299271975,79.80013064711076,75.05170882542454,69.73117637075897,63.94192650221234,57.7726957974873,51.29568276965179,44.571759280168564,12.00067611
60,553889.4003,5645507.815,8.715152507703918,17.36157727981191,30.67763736649329,44.98182074829278,58.14213249666119,69.180513737929,77.78727807761923,83.99724679091089,88.00430471154392,90.06543337761978,90.44505810810067,89.39348938044833,87.13630189997579,83.87610805398538,79.78026689533745,74.99138593044508,69.63385336492587,63.81193101739386,57.612194986833885,51.10951436104525,44.361344578620184,12.1384879
61,553890.0066,5645506.967,9.009523504411614,18.040055819648057,31.736221744764052,46.26182933627543,59.468105852352195,70.40492584162767,78.80394889448483,84.73929476077821,88.43672138290152,90.1716982559737,90.22879617816776,88.86681327172012,86.31753948806985,82.7864190256434,78.44062593935897,73.42341940232316,67.86045625713736,61.85339856066016,55.48855165500293,48.836496570056624,41.956593920591224,13.18093871
62,553890.1718,5645506.736,8.921118888139995,18.16608165821643,32.062314948292084,46.69319928918192,59.900474721299474,70.76372727100157,79.04025921286548,84.83053677803319,88.37268976925678,89.95773755736515,89.87316687470754,88.38194528909065,85.72016362506257,82.08643123459221,77.65563350060259,72.57009012235076,66.95251435382242,60.904430505329415,54.51106391882445,47.84464617866246,40.96495850063942,13.46493174
63,553890.3138,5645506.537,9.322330632239499,18.473739208741566,32.24246786015232,46.74710335635423,59.84481858201604,70.61700082534698,78.82375922386043,84.56135973135821,88.07159848053229,89.643573114042,89.56181094511201,88.0867424295569,85.44664833658555,81.84402629336758,77.45028359492616,72.40612489771812,66.82956349725956,60.82471189490298,54.47551780124448,47.85439871377495,41.02172751251765,13.70940055
64,553890.4724,5645506.315,9.809421348995782,18.76875614980962,32.293641665866325,46.58573071840428,59.5290367949092,70.20824828372943,78.37212034361441,84.10703653122498,87.6388797279485,89.24677764486042,89.20709458114253,87.7763434259175,85.18708657244618,81.63485823281172,77.29128220124804,72.29282715003298,66.7631952407681,60.79927686474708,54.48852021402809,47.90236045469137,41.09678693849999,13.98223376
65,553890.6032,5645506.131,10.204363409107897,19.010701220463947,32.290128637276744,46.300951025377955,58.974463268827705,69.4179915658627,77.39878372262896,82.99774520607514,86.44643978066706,88.01384737461153,87.97567259604463,86.58650365738546,84.0705308947429,80.62261005345374,76.40519915160462,71.55527383158139,66.18522855927431,60.39857042309314,54.27386137861516,47.88268295927953,41.278449089694654,14.20798725
66,553890.7684,5645505.899,10.632282734720388,19.07244899112908,31.85028134525936,45.36796457843845,57.61966107669846,67.74130024997795,75.50389599769065,80.9847796388521,84.40602283981023,86.02884162575603,86.1095573773239,84.8966043137626,82.59636979937575,79.40200965906371,75.46683808120811,70.92413096101744,65.8840795569816,60.44336153862642,54.679260789606765,48.657110924347464,42.431785373695924,14.49279428
67,553890.9185,5645505.689,10.411546908845454,18.60644839603814,30.988879417810267,44.06417517128827,55.907940433861405,65.70165656321528,73.23513657758618,78.5961062942017,81.99968760847042,83.6995492314643,83.94567355763814,82.96836225995584,80.97156746910932,78.1312832920195,74.59631366278974,70.49161762712413,65.92163597920823,60.973187895816444,55.7196655112609,50.22234905473361,44.532022349808294,14.75092217
68,553891.0477,5645505.507,10.434376604890948,18.27894881943684,30.168994097502274,42.75482521024576,54.18818151182858,63.67953642159042,71.02869607789583,76.31832181660778,79.75267891725262,81.57483856753527,82.01863261161913,81.30350102051794,79.6186857823833,77.13457915289771,73.99073979402246,70.3054008908921,66.17847320698661,61.693266725262724,56.91511033467113,51.905656474337555,46.70751236371223,14.97411859
69,553891.1784,5645505.324,10.420604925528302,17.889077316789972,29.335765072861957,41.543138079176494,52.705441339676256,62.03734615479055,69.3256262936594,74.63747633783652,78.16089920569821,80.12245002986916,80.75100392750201,80.25365216515577,78.81744463935993,76.60124818062246,73.74035610131862,70.34896014382986,66.5241666671884,62.34452203928296,57.878429379808644,53.1822155661155,48.30191672036991,15.19899965
70,553891.3343,5645505.104,8.968143150204593,16.42804960826505,27.864393532084815,40.082646722553974,51.28944087291077,60.70335642113598,68.10749041177908,73.56570394288377,77.2603657750363,79.41563549117674,80.25140758806643,79.97385763609797,78.76597050037753,76.78485976200889,74.16413347772297,71.01654778953142,67.43420552300104,63.499417620102136,59.27558114516611,54.8202380496798,50.1773467307234,15.46863794
71,553891.4475,5645504.945,8.01789733174175,15.150407060724868,26.203505517655373,38.12631473065616,49.1721367239495,58.55741028038273,66.0505612254402,71.68989629207634,75.6411088657297,78.10603695741857,79.2944974687924,79.39801378297224,78.588967959665,77.01964433948089,74.82190741543467,72.09913939126247,68.94503892451529,65.43837872857954,61.63954113632818,57.59993072109517,53.36956027218396,15.66381796
